"pers.id"	"rate.id"	"eval.id"	"eval.1"	"eval.2"	"eval.3"	"eval.4"	"eval.5"	"eval.6"	"eval.7"	"eval.8"	"eval.9"	"eval.10"	"eval.11"	"eval.12"	"eval.13"	"eval.14"	"eval.15"	"eval.16"	"eval.17"	"eval.18"	"eval.19"	"eval.20"	"eval.21"	"eval.22"	"eval.23"
53	253	3	5	4	4	4	4	4	4	4	4	4	4	5	4	4	4	5	5	4	4	4	4	4	4
53	253	4	5	5	3	4	4	4	5	4	5	3	3	5	4	5	4	4	4	4	4	5	4	5	4
53	253	5	4	3	4	4	3	4	4	4	4	5	5	5	4	5	3	3	5	5	4	4	4	4	4
54	54	1	3	5	3	3	5	3	4	4	4	4	4	5	5	5	3	5	4	4	4	4	4	4	4
54	54	2	5	5	4	3	4	2	3	5	4	5	3	5	5	4	4	4	4	4	5	4	4	5	4
54	54	3	5	4	4	5	5	3	4	4	3	3	4	5	4	4	5	5	4	5	5	4	3	4	4
54	54	4	4	4	4	4	4	3	4	4	4	4	4	5	5	5	5	4	4	5	4	5	5	4	4
54	54	5	4	5	4	5	4	3	3	5	3	4	5	5	5	5	5	4	4	4	4	5	5	4	4
54	254	1	4	4	4	4	3	3	4	4	3	4	4	4	3	5	4	5	4	4	5	4	5	3	3
54	254	2	4	5	5	5	4	5	4	3	4	5	3	5	4	4	3	4	4	4	5	4	5	4	5
54	254	3	4	5	5	4	4	5	4	4	4	4	5	4	5	4	3	4	3	3	5	3	5	5	4
54	254	4	4	4	5	4	4	4	4	3	5	3	3	5	4	5	4	3	4	4	5	4	3	5	4
54	254	5	4	5	5	3	4	4	4	5	4	5	3	5	4	3	4	3	4	5	4	5	3	5	3
55	55	1	2	3	3	4	3	1	3	3	4	3	4	3	3	3	3	4	3	4	4	4	4	4	3
55	55	2	3	4	3	3	4	2	3	4	3	4	3	3	2	3	2	4	4	4	3	3	3	4	3
55	55	3	4	3	3	3	3	2	3	3	3	4	4	3	4	4	3	4	3	3	3	4	3	3	1
55	55	4	3	3	4	3	4	3	4	4	3	1	3	4	2	3	3	2	4	3	3	2	3	4	3
55	55	5	3	4	3	2	3	3	2	1	4	3	3	4	4	4	3	4	3	2	3	3	4	4	3
55	255	1	3	4	3	4	2	3	3	4	3	1	3	3	3	1	3	3	2	3	3	1	3	3	3
55	255	2	3	4	3	4	4	1	4	3	2	3	3	4	4	2	3	4	1	4	3	4	3	3	4
55	255	3	3	3	4	1	3	1	3	3	3	3	2	4	4	2	3	4	3	4	3	4	4	3	4
55	255	4	3	3	2	3	4	1	4	3	2	3	1	3	3	4	3	4	2	3	3	3	3	4	4
55	255	5	3	3	3	3	4	5	2	3	2	2	3	2	5	3	3	3	2	4	4	3	4	4	3
56	56	1	4	4	3	4	5	4	3	4	3	4	3	5	5	4	3	4	4	3	5	4	4	4	4
56	56	2	3	5	4	3	3	4	5	4	3	3	4	4	3	4	4	4	3	3	4	4	4	4	3
56	56	3	4	5	2	4	2	5	4	3	3	3	4	4	3	4	3	5	3	5	4	4	4	4	4
56	56	4	3	5	4	3	2	3	5	4	3	3	4	4	4	4	3	4	4	4	5	3	5	4	3
56	56	5	4	4	3	3	4	3	3	3	4	4	4	3	2	4	3	3	4	3	5	3	2	5	3
56	256	1	5	5	4	3	4	4	4	5	5	5	4	4	4	4	4	4	3	5	4	4	5	3	3
56	256	2	4	4	5	3	4	3	4	3	4	3	4	4	4	4	3	5	4	4	3	5	5	4	4
56	256	3	5	5	2	3	4	3	4	5	3	4	4	4	4	4	3	4	4	3	4	4	4	5	4
56	256	4	4	5	4	3	2	3	4	5	4	4	4	5	4	4	3	4	3	4	4	5	4	4	4
56	256	5	4	5	4	4	4	3	4	3	4	4	4	5	4	4	4	5	4	3	5	5	4	5	4
57	57	1	4	5	4	4	4	4	4	4	4	4	5	5	5	3	5	5	4	3	5	4	5	5	3
57	57	2	5	4	4	4	5	4	3	4	5	3	5	5	5	4	5	4	3	5	4	4	4	5	4
57	57	3	4	4	5	4	5	5	4	5	4	4	4	5	5	4	4	4	5	4	5	5	5	5	5
57	57	4	5	5	4	4	5	4	4	4	4	4	5	5	4	5	4	5	4	4	3	4	4	5	4
57	57	5	5	5	5	5	4	4	5	5	4	4	4	5	4	4	4	4	3	4	3	5	4	5	5
57	257	1	4	5	4	4	5	3	5	4	4	5	3	5	5	4	4	5	5	4	5	5	5	5	5
57	257	2	3	5	5	5	5	5	5	4	4	2	4	4	5	5	3	4	3	4	5	5	5	4	3
57	257	3	5	5	5	4	5	3	5	5	3	5	4	5	5	4	3	5	5	5	5	4	4	4	4
57	257	4	4	5	5	4	4	3	4	4	4	3	4	5	5	5	3	5	4	5	5	4	4	5	3
57	257	5	5	4	3	4	5	3	5	4	4	4	4	5	4	4	3	5	4	4	4	4	5	5	4
58	58	1	4	4	3	5	4	3	5	4	3	3	3	4	4	4	4	2	4	3	3	5	4	4	5
58	58	2	4	5	4	3	4	3	3	4	3	4	4	3	3	3	4	4	4	3	4	5	5	5	2
58	58	3	4	4	3	4	4	4	4	4	4	3	4	3	4	3	3	4	5	3	3	3	4	5	3
58	58	4	5	5	4	3	4	3	3	4	3	4	4	4	4	3	4	4	3	3	4	4	4	4	4
58	58	5	4	3	3	3	3	2	3	4	4	4	3	5	3	3	4	4	3	5	4	5	4	5	2
58	258	1	4	5	3	3	5	4	4	3	5	4	3	5	5	5	4	5	4	4	4	4	4	3	4
58	258	2	4	5	3	5	4	3	5	3	4	3	4	5	4	4	4	4	4	4	4	4	4	4	5
58	258	3	3	4	4	4	5	4	5	3	5	3	4	5	5	3	4	5	4	4	5	4	5	4	3
58	258	4	3	4	5	4	4	4	5	4	3	5	4	5	5	3	4	4	4	3	4	4	4	5	5
58	258	5	4	5	3	4	5	4	4	5	4	4	5	5	3	4	4	4	2	4	5	4	4	5	4
59	59	1	5	5	4	4	5	4	5	5	4	3	4	5	5	4	4	5	4	4	4	4	4	4	4
59	59	2	4	5	5	4	5	3	5	5	4	3	5	5	5	5	3	5	4	4	4	4	5	4	4
59	59	3	4	5	4	4	4	3	4	4	4	3	5	5	4	4	4	4	3	5	4	4	5	4	4
59	59	4	4	4	4	5	4	3	5	3	4	3	4	5	4	4	5	5	4	4	4	5	5	5	4
59	59	5	4	5	4	4	5	4	4	4	4	4	4	5	5	4	5	5	4	4	5	5	5	4	3
59	259	1	5	5	5	5	5	4	4	3	5	5	5	5	5	4	3	5	4	5	5	4	5	5	5
59	259	2	4	5	4	4	5	3	4	4	5	4	3	5	5	5	4	4	4	5	4	4	5	5	5
59	259	3	4	5	4	5	5	3	5	5	4	4	5	4	4	4	5	4	3	4	4	5	4	4	4
59	259	4	5	4	5	4	5	4	5	4	5	4	5	5	4	3	4	5	4	4	5	4	5	5	4
59	259	5	4	4	4	5	4	2	5	5	3	4	3	5	5	5	4	5	4	5	4	4	4	5	5
60	60	1	4	4	4	3	3	2	4	3	4	2	4	3	4	3	2	4	3	2	3	4	4	4	1
60	60	2	4	4	2	3	3	4	3	4	3	3	3	4	3	3	3	3	4	3	4	4	2	3	4
60	60	3	3	2	3	3	2	3	3	2	3	2	3	4	4	4	4	3	3	4	3	3	4	4	3
60	60	4	3	3	3	4	3	3	4	4	3	1	4	4	4	3	3	4	2	3	3	4	3	4	3
60	60	5	4	4	3	2	2	3	3	3	3	3	3	4	4	4	4	4	3	3	3	3	3	4	3
60	260	1	4	4	2	2	4	3	5	3	3	4	3	3	4	5	4	3	3	3	3	3	4	4	4
60	260	2	3	4	3	4	4	3	4	4	4	3	3	4	3	4	3	3	4	4	5	3	4	3	3
60	260	3	4	3	4	3	3	2	4	4	4	4	4	5	3	4	4	4	3	5	4	4	3	4	5
60	260	4	5	3	4	3	4	3	4	4	4	4	3	3	4	3	3	3	2	4	5	3	3	4	4
60	260	5	3	4	3	3	4	3	5	3	4	4	3	5	4	4	3	4	3	4	3	4	4	5	5
61	61	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
61	61	2	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
61	61	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
61	61	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
61	61	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5
61	261	1	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5
61	261	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4	5	5	5	5	5	5
61	261	3	5	5	5	5	5	5	5	4	5	5	5	5	5	5	4	5	4	5	5	5	5	5	4
61	261	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4	5	5
61	261	5	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
62	62	1	5	5	4	4	5	5	5	4	5	4	5	4	5	4	5	5	5	3	5	5	5	4	4
62	62	2	5	4	5	3	5	4	4	4	5	4	4	4	5	5	4	3	4	5	5	4	5	5	3
62	62	3	5	5	4	5	5	4	4	5	5	5	5	5	5	5	5	5	5	4	5	5	4	5	4
62	62	4	5	4	5	4	4	4	5	4	4	4	5	4	5	5	4	4	4	3	5	4	4	5	5
62	62	5	5	4	4	4	5	4	4	3	4	4	4	5	5	4	4	5	4	5	4	5	5	4	5
62	262	1	4	5	3	4	5	5	4	3	4	5	4	4	3	3	5	4	4	4	4	4	4	5	3
62	262	2	5	3	5	3	5	2	4	4	4	4	4	4	4	4	3	4	4	3	5	4	4	5	4
62	262	3	4	4	4	4	4	4	4	4	4	4	5	5	4	5	3	5	5	3	4	4	4	4	4
62	262	4	2	4	4	4	5	3	3	4	4	3	2	4	3	3	3	5	4	5	3	3	3	5	5
62	262	5	3	4	5	3	4	3	4	4	3	4	4	5	4	5	4	3	3	4	4	4	5	4	3
63	63	1	5	4	5	5	4	5	5	4	5	4	4	5	5	5	4	4	5	5	5	5	5	5	5
63	63	2	5	5	5	4	4	4	4	5	5	5	5	5	5	5	5	5	5	4	5	4	5	5	4
63	63	3	5	4	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4	5	5
63	63	4	5	5	5	4	5	4	5	5	5	5	5	5	4	4	5	5	4	5	5	5	5	5	4
63	63	5	5	5	5	5	4	4	4	5	5	4	5	5	5	5	4	4	4	5	5	5	5	5	4
63	263	1	5	5	5	4	5	4	5	4	4	5	5	5	5	5	5	5	4	4	5	5	5	5	5
63	263	2	4	5	4	3	5	5	5	5	5	4	4	5	5	5	4	5	5	5	5	5	4	5	5
63	263	3	5	5	4	4	5	5	5	5	5	5	4	5	5	5	5	5	4	5	5	5	5	5	5
63	263	4	4	4	5	5	5	3	4	4	5	5	5	5	4	5	4	5	4	5	5	5	4	5	5
63	263	5	5	4	5	5	5	4	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5
64	64	1	4	3	4	3	4	4	5	5	4	4	4	5	4	4	4	5	5	5	4	4	4	4	4
64	64	2	5	5	4	3	4	4	5	4	4	4	4	5	4	4	5	4	5	5	5	4	5	5	4
64	64	3	4	4	4	5	4	3	4	5	4	5	4	5	4	4	5	4	4	4	4	4	4	5	4
64	64	4	5	4	5	4	5	3	4	4	5	4	5	4	4	5	3	4	4	4	4	3	5	5	4
64	64	5	4	5	4	4	4	4	5	4	4	4	4	5	4	4	4	4	4	4	5	5	4	3	5
64	264	1	4	4	4	3	4	5	5	4	4	5	5	4	5	4	4	5	4	5	5	5	5	5	5
64	264	2	5	5	4	5	4	4	4	4	4	4	4	5	5	5	4	4	4	3	5	4	4	4	5
64	264	3	5	4	4	5	5	3	5	5	5	4	5	5	4	5	4	5	3	5	5	4	4	4	5
64	264	4	4	3	4	5	4	4	5	4	5	5	3	5	5	5	5	5	4	5	5	4	4	5	5
64	264	5	4	5	3	5	5	3	4	4	4	4	5	5	4	4	4	5	5	4	5	4	4	5	5
65	65	1	4	3	3	4	4	4	3	2	5	1	4	5	4	3	3	3	4	4	3	3	4	4	4
65	65	2	4	4	4	3	3	1	4	2	3	3	3	3	4	4	4	4	2	3	4	3	3	5	4
65	65	3	3	4	4	4	4	3	2	2	3	4	5	3	4	3	4	4	2	3	4	3	4	4	4
65	65	4	3	4	3	3	4	4	4	3	3	3	3	3	3	4	3	3	3	3	4	4	3	4	3
65	65	5	3	4	3	3	3	2	4	2	4	3	4	4	3	4	3	4	3	3	4	4	4	4	3
65	265	1	4	4	4	3	4	3	5	4	3	3	4	4	3	4	4	3	5	5	4	4	4	4	4
65	265	2	4	4	5	4	3	3	5	4	4	3	3	4	4	5	4	4	3	3	4	3	4	4	4
65	265	3	4	5	2	3	3	4	4	4	1	4	4	4	4	3	4	5	4	3	3	4	4	5	3
65	265	4	4	5	4	3	4	4	3	4	3	3	4	4	3	5	4	4	4	3	4	3	4	4	4
65	265	5	5	4	3	3	4	3	4	4	3	4	4	5	4	4	3	5	3	4	4	3	4	5	3
66	66	1	4	4	4	5	4	4	4	5	4	5	4	5	4	5	4	5	4	3	5	4	4	4	5
66	66	2	5	3	4	4	4	3	5	5	4	4	4	4	4	4	4	5	4	5	4	4	4	5	4
66	66	3	4	4	4	5	5	4	5	4	5	4	4	5	5	4	4	5	4	5	5	4	5	5	4
66	66	4	5	4	3	4	4	4	4	5	3	4	4	5	5	5	4	4	5	4	5	3	4	5	5
66	66	5	5	4	5	4	4	4	5	3	4	5	4	5	5	4	4	5	4	3	4	4	5	5	4
66	266	1	4	4	5	4	5	4	5	4	4	5	5	5	4	5	4	4	3	4	4	5	3	5	3
66	266	2	4	4	5	4	5	4	5	5	5	3	4	5	4	4	4	4	4	4	5	5	5	5	5
66	266	3	5	5	5	3	4	4	5	4	5	4	5	4	4	4	4	4	3	4	5	5	5	4	3
66	266	4	5	4	4	4	3	3	4	4	3	5	4	4	5	5	5	5	4	4	4	5	4	5	4
66	266	5	5	4	4	4	5	4	4	4	4	3	4	5	3	4	4	4	4	5	4	4	4	5	4
67	67	1	5	4	4	4	5	5	5	4	4	4	4	5	4	5	4	4	3	4	4	4	5	5	5
67	67	2	4	5	4	5	5	4	4	3	4	5	4	5	4	4	5	5	4	5	5	4	5	5	4
67	67	3	4	4	4	5	5	3	4	5	5	3	5	5	5	5	4	5	5	4	5	5	5	5	5
67	67	4	5	4	4	5	5	5	5	4	4	4	3	5	4	5	5	4	4	5	5	4	5	4	4
67	67	5	4	4	4	4	5	4	5	4	4	5	4	5	5	5	4	4	4	4	4	4	4	5	5
67	267	1	4	4	4	3	5	4	5	4	4	4	5	3	5	4	3	5	4	5	5	5	4	4	4
67	267	2	5	5	4	4	5	4	5	4	3	5	4	5	4	5	3	5	4	5	5	4	5	5	4
67	267	3	4	4	4	5	5	3	5	4	4	3	5	5	5	4	3	5	4	4	5	4	5	4	3
67	267	4	5	5	4	4	4	4	4	5	3	3	4	5	5	5	4	5	4	4	4	5	5	4	4
67	267	5	4	4	4	4	4	3	5	5	5	4	5	4	4	4	5	4	4	4	5	4	4	4	4
68	68	1	3	4	2	3	3	2	4	4	3	3	3	3	4	3	3	3	4	3	3	3	1	4	4
68	68	2	3	4	3	1	4	3	3	3	3	3	4	3	3	4	2	4	1	4	4	3	4	4	3
68	68	3	3	3	2	3	4	3	3	3	3	3	1	4	3	3	2	3	2	2	3	3	4	4	3
68	68	4	3	3	3	3	4	2	5	3	4	3	3	4	3	3	3	4	2	1	4	3	4	3	3
68	68	5	3	3	3	4	4	2	3	3	2	3	4	2	4	3	1	5	3	2	4	3	4	4	2
68	268	1	3	1	3	2	4	1	3	2	2	1	3	2	2	3	1	4	3	3	4	3	3	3	3
68	268	2	1	2	3	4	2	2	4	1	3	2	3	4	3	3	2	3	4	2	2	3	4	3	1
68	268	3	3	2	2	3	3	3	3	3	1	3	3	3	3	3	2	4	3	2	3	3	3	4	3
68	268	4	3	3	3	3	4	1	4	3	3	3	3	3	3	2	2	2	3	3	4	3	3	4	3
68	268	5	3	2	3	2	4	1	2	3	3	3	2	3	3	4	3	3	2	3	3	3	4	3	4
69	69	1	4	4	3	3	3	3	4	3	4	3	2	4	5	4	3	4	3	2	4	4	4	3	3
69	69	2	5	3	3	3	3	3	3	4	3	3	3	4	2	3	1	4	1	3	3	3	4	3	2
69	69	3	3	4	2	2	4	2	3	3	3	3	2	5	4	3	3	3	3	2	4	3	3	3	4
69	69	4	2	5	3	3	2	1	2	4	2	2	3	3	3	3	3	4	3	3	3	4	4	4	2
69	69	5	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	4	2	4	3	3	3	2
69	269	1	4	3	3	3	4	1	4	3	4	3	3	4	4	3	4	3	3	3	4	3	4	3	2
69	269	2	4	5	4	3	4	3	4	4	3	4	3	4	4	5	2	4	4	4	3	3	4	4	3
69	269	3	2	4	3	3	4	2	3	3	4	4	4	4	4	4	4	3	4	3	4	4	4	3	2
69	269	4	4	3	2	3	3	2	4	4	4	4	4	4	4	3	4	3	3	3	4	4	4	4	3
69	269	5	3	4	3	2	3	3	4	4	4	3	3	4	4	4	3	3	4	4	4	4	3	5	3
70	70	1	4	5	5	4	4	4	5	5	4	4	5	5	4	5	4	5	4	5	5	4	5	5	5
70	70	2	4	5	5	5	5	4	5	4	4	4	5	5	5	5	4	5	5	5	5	5	5	5	4
70	70	3	5	5	5	5	4	5	4	5	5	4	5	5	4	5	5	5	5	4	5	5	4	5	4
70	70	4	4	5	5	5	5	4	5	4	4	5	5	5	4	5	4	5	5	5	5	4	5	5	5
70	70	5	5	5	5	5	5	4	5	5	5	5	4	5	5	5	4	5	5	5	5	5	4	5	5
70	270	1	5	5	4	5	4	4	5	5	4	4	5	5	5	5	4	5	5	5	5	5	5	5	4
70	270	2	5	4	5	5	5	4	5	4	4	5	5	5	5	4	5	5	5	5	5	4	5	5	4
70	270	3	5	4	5	5	5	4	4	5	5	4	4	5	5	5	4	5	4	4	5	5	5	5	4
70	270	4	4	5	5	5	4	4	5	4	5	5	5	5	5	5	4	4	4	5	5	5	5	5	5
70	270	5	5	5	5	4	4	5	5	4	5	5	5	5	5	4	5	5	5	5	4	5	5	5	4
71	71	1	4	4	4	3	4	4	4	4	3	3	3	5	4	3	4	5	3	3	4	3	3	3	3
71	71	2	4	4	4	3	3	3	5	3	4	3	3	5	4	4	3	4	4	3	4	4	5	4	2
71	71	3	5	3	4	3	4	3	4	4	5	4	4	4	3	3	2	4	4	3	4	4	4	4	4
71	71	4	4	4	3	3	5	3	4	3	4	3	3	5	4	3	3	3	3	3	3	4	4	5	5
71	71	5	4	3	4	3	4	2	5	3	4	4	4	3	4	3	3	4	4	1	4	5	3	3	4
71	271	1	3	3	2	3	3	2	2	2	4	2	3	2	3	3	2	3	3	3	2	4	3	3	3
71	271	2	4	3	2	3	3	2	2	2	3	4	4	4	2	3	4	3	3	2	2	4	3	3	2
71	271	3	3	4	3	4	3	2	3	3	3	2	4	4	2	2	2	3	3	2	3	3	4	3	2
71	271	4	3	4	3	3	4	2	3	2	3	2	2	4	4	2	2	4	3	1	4	3	4	4	2
71	271	5	3	2	3	3	3	3	4	2	3	2	3	3	3	4	3	3	2	3	3	3	4	3	3
72	72	1	2	3	3	3	3	3	4	3	4	3	2	4	1	2	3	3	1	1	3	3	3	4	3
72	72	2	3	3	3	3	2	3	3	2	4	2	3	4	3	3	3	3	2	1	3	3	3	3	2
72	72	3	4	3	2	3	4	3	3	2	4	3	4	4	3	4	1	3	1	3	3	3	3	3	3
72	72	4	3	4	3	2	3	1	3	3	3	1	3	3	3	3	2	2	2	3	3	4	3	3	3
72	72	5	4	1	4	3	3	2	4	2	3	3	3	4	3	4	1	4	2	3	4	4	3	3	3
72	272	1	4	3	3	1	4	1	2	2	4	2	3	4	3	4	3	3	2	1	3	4	3	2	3
72	272	2	3	4	3	2	3	3	3	3	2	3	3	4	3	3	3	3	3	2	4	4	3	4	2
72	272	3	3	3	3	3	2	3	3	3	3	2	2	4	3	4	4	4	2	2	3	3	4	4	1
72	272	4	4	3	4	2	3	3	3	4	2	4	3	4	4	3	3	3	2	3	3	3	4	3	2
72	272	5	4	4	4	2	3	3	2	3	3	3	3	4	3	3	4	4	1	3	2	3	4	3	3
73	73	1	5	4	4	5	4	4	5	4	5	4	4	5	4	4	4	4	3	5	4	5	5	4	4
73	73	2	4	4	5	4	5	4	3	5	5	4	4	4	5	3	5	5	5	4	4	5	4	5	4
73	73	3	5	5	4	4	4	4	5	4	3	4	5	5	3	4	3	3	4	4	4	4	4	4	5
73	73	4	5	5	4	4	5	3	5	4	4	4	4	5	5	5	4	4	4	4	4	4	5	4	4
73	73	5	5	4	4	5	5	5	5	4	4	4	4	5	5	5	4	4	5	5	5	5	4	5	5
73	273	1	5	4	4	4	5	4	5	4	4	3	3	5	4	5	5	4	3	4	4	4	5	4	5
73	273	2	4	5	4	3	5	3	5	5	4	4	5	5	4	4	5	4	4	4	5	3	4	4	4
73	273	3	4	4	4	4	5	4	5	2	4	4	5	4	4	3	3	4	5	4	4	4	4	5	4
73	273	4	4	4	4	4	5	4	4	4	4	4	5	4	4	4	3	5	5	4	5	4	4	5	4
73	273	5	4	5	3	5	5	3	5	5	5	4	4	5	5	4	5	5	4	4	4	4	5	4	4
74	74	1	3	3	3	3	4	3	3	3	3	1	4	4	3	4	3	3	2	1	3	2	3	3	4
74	74	2	3	3	3	3	2	2	2	3	2	4	1	3	3	4	1	3	2	3	4	2	3	3	4
74	74	3	3	4	3	2	1	1	3	2	3	2	3	2	3	3	2	2	3	3	3	2	3	2	2
74	74	4	4	3	3	3	3	2	4	3	3	3	3	3	3	3	3	3	3	2	4	3	4	3	4
74	74	5	4	3	2	3	3	1	2	1	4	2	3	1	2	3	2	3	3	2	4	3	2	3	2
74	274	1	3	3	4	3	4	1	3	3	3	3	2	4	3	4	3	4	3	2	5	3	4	4	3
74	274	2	3	4	4	4	3	3	4	4	3	3	3	4	3	4	5	3	3	4	3	4	3	4	3
74	274	3	4	4	3	2	3	4	4	3	3	4	2	5	2	4	3	2	3	4	4	3	3	5	3
74	274	4	3	3	3	4	3	2	3	3	2	2	3	4	2	3	4	3	1	3	4	4	3	4	4
74	274	5	3	4	3	3	4	3	3	3	3	2	4	4	4	3	2	5	4	3	4	4	4	3	3
75	75	1	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	5	4	4	5	5	4	5	5
75	75	2	4	5	5	5	5	4	4	4	5	5	5	5	5	3	5	5	4	4	5	5	5	5	4
75	75	3	5	5	5	5	5	4	5	3	3	4	5	5	5	5	5	5	4	4	5	4	5	5	4
75	75	4	5	5	5	5	5	4	5	5	5	5	4	5	5	4	5	5	5	5	4	5	5	5	5
75	75	5	5	5	5	5	5	3	5	4	4	4	5	5	3	5	5	5	5	5	5	5	5	5	4
75	275	1	5	5	5	5	4	4	4	4	5	5	4	5	4	4	5	5	4	4	4	5	5	5	4
75	275	2	5	5	4	5	5	4	5	5	5	3	5	5	4	5	5	5	5	5	5	4	5	4	5
75	275	3	5	5	5	5	4	5	5	4	4	4	4	4	5	5	4	4	5	5	5	5	5	5	5
75	275	4	5	5	5	5	4	5	4	5	5	4	5	5	4	5	5	5	5	5	5	5	5	5	5
75	275	5	5	5	5	5	5	3	5	5	5	4	4	5	5	4	5	5	4	5	4	5	5	5	5
76	76	1	4	4	4	3	4	3	4	2	4	3	3	4	3	4	4	3	3	3	3	4	3	3	4
76	76	2	3	4	3	3	3	1	4	4	2	1	3	4	2	2	3	3	3	1	4	3	3	3	3
76	76	3	4	4	4	3	4	3	3	1	1	3	2	2	3	4	4	3	3	3	4	4	4	4	2
76	76	4	4	4	1	3	4	3	3	3	3	4	2	4	4	3	4	3	3	4	4	4	3	2	2
76	76	5	3	3	2	4	5	3	4	3	3	4	3	3	2	3	3	5	3	3	4	2	3	4	3
76	276	1	4	4	3	3	4	3	3	4	4	3	4	5	3	3	2	3	3	3	4	4	4	4	4
76	276	2	3	4	3	3	4	3	3	4	3	3	3	4	4	4	1	4	3	3	4	4	4	4	3
76	276	3	3	4	2	3	4	4	3	3	2	3	3	5	4	4	4	3	3	5	4	2	3	4	3
76	276	4	4	4	3	3	3	3	3	3	3	3	3	3	5	4	3	3	3	3	4	4	4	5	4
76	276	5	3	4	3	3	3	3	3	3	2	2	3	5	3	3	3	4	2	2	3	3	5	4	4
77	77	1	3	3	4	3	5	3	4	3	4	3	4	4	3	3	3	5	3	3	4	3	3	4	3
77	77	2	4	4	4	3	4	4	3	3	4	4	3	4	4	3	3	3	2	3	4	3	4	4	4
77	77	3	3	4	4	4	3	3	4	3	3	3	1	4	3	4	1	4	3	3	3	4	3	4	3
77	77	4	4	4	4	3	4	3	2	3	3	2	3	4	4	4	3	3	4	3	5	4	4	4	3
77	77	5	4	3	3	2	4	4	3	3	3	1	3	4	4	4	3	4	3	3	4	4	4	3	3
77	277	1	3	4	4	2	4	1	3	3	3	4	2	4	2	3	2	5	3	3	4	4	3	3	2
77	277	2	4	4	3	3	4	3	4	4	3	2	2	4	3	1	2	3	3	4	3	4	4	4	4
77	277	3	4	4	2	3	3	2	4	3	3	2	3	4	3	4	1	4	4	3	3	3	3	4	3
77	277	4	3	4	4	4	3	2	3	3	3	3	3	4	3	3	3	5	2	3	4	3	3	4	2
77	277	5	4	3	4	3	3	2	4	4	4	3	3	5	3	3	2	5	3	2	4	3	4	5	2
78	78	1	4	5	3	3	4	4	5	4	4	4	4	5	4	4	3	5	4	4	4	4	4	4	4
78	78	2	4	4	4	2	4	4	4	5	4	4	4	4	4	4	4	4	4	3	5	4	4	4	3
78	78	3	4	5	4	4	4	4	5	4	4	3	5	3	4	3	5	5	3	3	4	4	4	4	4
78	78	4	4	4	3	3	4	4	4	4	3	3	4	4	4	4	4	4	3	4	4	5	5	4	4
78	78	5	5	5	3	4	4	4	3	3	4	5	4	4	4	5	4	4	3	4	4	4	3	3	4
78	278	1	4	4	4	4	3	4	4	3	3	3	3	4	3	3	3	4	3	4	4	4	4	5	3
78	278	2	3	3	3	3	4	3	4	4	4	3	4	4	3	4	3	4	4	5	4	4	2	4	3
78	278	3	4	3	5	3	3	3	4	3	3	3	2	5	4	3	3	4	3	3	4	4	3	3	4
78	278	4	4	3	4	3	4	3	2	3	3	2	4	4	3	4	3	4	3	4	4	5	3	4	3
78	278	5	3	4	4	3	4	2	4	4	2	4	4	4	4	4	4	4	3	3	3	4	4	3	3
79	79	1	3	3	1	3	3	3	1	5	3	2	3	4	3	3	4	5	4	4	3	3	4	2	3
79	79	2	4	3	2	1	3	2	2	3	2	2	3	3	3	3	2	4	4	4	3	3	3	3	3
79	79	3	3	3	3	1	3	3	4	3	3	2	4	2	4	4	3	3	2	3	3	3	4	3	3
79	79	4	4	3	3	4	3	3	4	3	3	3	3	3	3	3	3	3	3	2	4	4	2	4	3
79	79	5	3	4	4	4	4	3	3	1	3	3	3	4	3	3	2	3	3	3	4	4	3	4	3
79	279	1	1	2	3	2	2	1	2	1	3	1	2	3	3	3	3	2	2	1	3	1	2	2	1
79	279	2	3	3	3	1	3	3	1	1	3	2	2	3	3	3	3	2	3	2	4	2	2	3	1
79	279	3	2	2	1	2	3	1	2	2	1	1	3	3	2	2	1	2	1	1	4	3	2	4	1
79	279	4	3	2	1	2	2	2	3	1	3	2	3	3	3	2	3	2	2	3	3	2	2	3	1
79	279	5	1	3	3	1	2	1	3	4	1	2	1	3	2	1	1	3	3	1	1	2	2	4	2
80	80	1	5	4	3	4	5	3	5	4	3	3	5	3	5	5	3	4	3	3	5	5	4	5	4
80	80	2	4	5	5	3	3	3	4	4	4	3	4	5	3	3	4	5	5	3	5	4	4	4	4
